document_identifier,document_title,document_type,document_parliamentary_term,document_date,document_public_register_notation,document_language,document_pdf,document_doc,document_corrigenda_pdf,document_corrigenda_doc,document_subject_matter,document_directory_code,document_adopts,document_procedure,document_ep_number,document_URI
TA-9-2023-0228,Assessment of the new Commission communication on outermost regions,EP text adopted,9,2023-06-13,P9_TA(2023)0228,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0228/TA-9-2023-0228-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0228/TA-9-2023-0228-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0156,https://data.europarl.europa.eu/eli/dl/proc/2022-2147,PE738.459,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0228
TA-9-2023-0231,EU/Thailand Partnership and Cooperation Agreement,EP text adopted,9,2023-06-14,P9_TA(2023)0231,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0231/TA-9-2023-0231-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0231/TA-9-2023-0231-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0191,https://data.europarl.europa.eu/eli/dl/proc/2022-0252,PE742.318,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0231
TA-9-2023-0227,Competition policy - annual report 2022,EP text adopted,9,2023-06-13,P9_TA(2023)0227,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0227/TA-9-2023-0227-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0227/TA-9-2023-0227-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0183,https://data.europarl.europa.eu/eli/dl/proc/2022-2060,PE740.653,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0227
TA-9-2023-0294,State of the SME Union,EP text adopted,9,2023-07-13,P9_TA(2023)0294,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0294/TA-9-2023-0294-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0294/TA-9-2023-0294-FNL_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/PME,http://publications.europa.eu/resource/authority/dir-eu-legal-act/1701,https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0349; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0348; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0347; https://data.europarl.europa.eu/eli/dl/doc/RC-9-2023-0346; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0346,https://data.europarl.europa.eu/eli/dl/proc/2023-2750,PE748.828,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0294
TA-9-2023-0280,State of the EU-Cuba PDCA in the light of the recent visit of the High Representative to the island,EP text adopted,9,2023-07-12,P9_TA(2023)0280,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0280/TA-9-2023-0280-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0280/TA-9-2023-0280-FNL_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/PESC; http://publications.europa.eu/resource/authority/subject-matter/DDLH,http://publications.europa.eu/resource/authority/dir-eu-legal-act/18,https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0321; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0311; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0322; https://data.europarl.europa.eu/eli/dl/doc/RC-9-2023-0311,https://data.europarl.europa.eu/eli/dl/proc/2023-2744,PE748.792,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0280
TA-9-2023-0276,Exchange of information and cooperation concerning terrorist offences: alignment with Union rules on the protection of personal data,EP text adopted,9,2023-07-12,P9_TA(2023)0276,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0276/TA-9-2023-0276-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0276/TA-9-2023-0276-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0041,https://data.europarl.europa.eu/eli/dl/proc/2021-0399,PE734.464,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0276
TA-9-2023-0288,The political disqualifications in Venezuela,EP text adopted,9,2023-07-13,P9_TA(2023)0288,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0288/TA-9-2023-0288-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0288/TA-9-2023-0288-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0331; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0350; https://data.europarl.europa.eu/eli/dl/doc/RC-9-2023-0331; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0351; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0343,https://data.europarl.europa.eu/eli/dl/proc/2023-2780,PE748.813,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0288
TA-9-2023-0271,Fostering and adapting vocational training as a tool for employees' success and a building block for the EU economy in the new industry 4.0,EP text adopted,9,2023-07-11,P9_TA(2023)0271,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0271/TA-9-2023-0271-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0271/TA-9-2023-0271-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0232,https://data.europarl.europa.eu/eli/dl/proc/2022-2207,PE745.525,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0271
TA-9-2023-0252,Temporary trade-liberalisation measures supplementing trade concessions applicable to Moldovan products under the EU/Euratom/Moldova Association Agreement,EP text adopted,9,2023-07-11,P9_TA(2023)0252,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0252/TA-9-2023-0252-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0252/TA-9-2023-0252-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0219,https://data.europarl.europa.eu/eli/dl/proc/2023-0144,PE747.012,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0252
TA-9-2023-0251,Request for waiver of the immunity of Georgios Kyrtsos,EP text adopted,9,2023-07-11,P9_TA(2023)0251,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0251/TA-9-2023-0251-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0251/TA-9-2023-0251-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0231,https://data.europarl.europa.eu/eli/dl/proc/2023-2025,PE748.994,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0251
TA-9-2023-0278,Accession to the Schengen area,EP text adopted,9,2023-07-12,P9_TA(2023)0278,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0278/TA-9-2023-0278-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0278/TA-9-2023-0278-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0309,https://data.europarl.europa.eu/eli/dl/proc/2023-2668,PE748.992,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0278
TA-9-2023-0277,Nature restoration,EP text adopted,9,2023-07-12,P9_TA(2023)0277,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2023-0277_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/ENV,http://publications.europa.eu/resource/authority/dir-eu-legal-act/1510,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0220,https://data.europarl.europa.eu/eli/dl/proc/2022-0195,PE737.282,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0277
TA-9-2023-0210,"Geographical indications for wine, spirit drinks and agricultural products ",EP text adopted,9,2023-06-01,P9_TA(2023)0210,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0210/TA-9-2023-0210-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0210/TA-9-2023-0210-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0173,https://data.europarl.europa.eu/eli/dl/proc/2022-0089,PE736.493,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0210
TA-9-2023-0262,Sustainable maritime fuels (FuelEU Maritime Initiative),EP text adopted,9,2023-07-11,P9_TA(2023)0262,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0262/TA-9-2023-0262-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0262/TA-9-2023-0262-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2022-0233,https://data.europarl.europa.eu/eli/dl/proc/2021-0210,PE729.908,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0262
TA-9-2023-0265,"Management, conservation and control measures in the area covered under the Southern Indian Ocean Fisheries Agreement (SIOFA)",EP text adopted,9,2023-07-11,P9_TA(2023)0265,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0265/TA-9-2023-0265-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0265/TA-9-2023-0265-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0192,https://data.europarl.europa.eu/eli/dl/proc/2022-0348,PE745.274,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0265
TA-9-2023-0257,EU/Japan Agreement: air services,EP text adopted,9,2023-07-11,P9_TA(2023)0257,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0257/TA-9-2023-0257-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0257/TA-9-2023-0257-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0221,https://data.europarl.europa.eu/eli/dl/proc/2022-0419,PE746.986,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0257
TA-9-2023-0253,New Regulation on Construction Products,EP text adopted,9,2023-07-11,P9_TA(2023)0253,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0253/TA-9-2023-0253-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0253/TA-9-2023-0253-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0207,https://data.europarl.europa.eu/eli/dl/proc/2022-0094,PE738.491,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0253
TA-9-2023-0208,Act in Support of Ammunition Production,EP text adopted,9,2023-06-01,P9_TA(2023)0208,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0208/TA-9-2023-0208-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0208/TA-9-2023-0208-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/C-9-2023-0161,https://data.europarl.europa.eu/eli/dl/proc/2023-0140,,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0208
TA-9-2023-0263,Energy efficiency (recast),EP text adopted,9,2023-07-11,P9_TA(2023)0263,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0263/TA-9-2023-0263-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0263/TA-9-2023-0263-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2022-0221,https://data.europarl.europa.eu/eli/dl/proc/2021-0203,,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0263
TA-9-2023-0248,Situation in Nicaragua,EP text adopted,9,2023-06-15,P9_TA(2023)0248,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0248/TA-9-2023-0248-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0248/TA-9-2023-0248-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0273; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0280; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0272; https://data.europarl.europa.eu/eli/dl/doc/RC-9-2023-0272; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0279; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0283,https://data.europarl.europa.eu/eli/dl/proc/2023-2743,PE748.720,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0248
TA-9-2023-0282,COVID-19 pandemic: lessons learned and recommendations for the future,EP text adopted,9,2023-07-12,P9_TA(2023)0282,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2023-0282_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0217,https://data.europarl.europa.eu/eli/dl/proc/2022-2076,PE739.788,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0282
TA-9-2023-0292,"Recommendations for reform of the European Parliament’s rules on transparency, integrity, accountability and anti-corruption",EP text adopted,9,2023-07-13,P9_TA(2023)0292,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0292/TA-9-2023-0292-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0292/TA-9-2023-0292-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0215,https://data.europarl.europa.eu/eli/dl/proc/2023-2034,PE742.667,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0292
TA-9-2023-0273,Fees and charges payable to the European Medicines Agency,EP text adopted,9,2023-07-12,P9_TA(2023)0273,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0273/TA-9-2023-0273-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0273/TA-9-2023-0273-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0224,https://data.europarl.europa.eu/eli/dl/proc/2022-0417,PE742.478,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0273
TA-9-2023-0269,Implementation of ‘passerelle’ clauses in the EU Treaties,EP text adopted,9,2023-07-11,P9_TA(2023)0269,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0269/TA-9-2023-0269-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0269/TA-9-2023-0269-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0208,https://data.europarl.europa.eu/eli/dl/proc/2022-2142,PE742.625,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0269
TA-9-2023-0267,Protection of journalists around the world and the European Union’s policy on the matter,EP text adopted,9,2023-07-11,P9_TA(2023)0267,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0267/TA-9-2023-0267-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0267/TA-9-2023-0267-FNL_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/DIFF; http://publications.europa.eu/resource/authority/subject-matter/ELSJ; http://publications.europa.eu/resource/authority/subject-matter/DDLH,http://publications.europa.eu/resource/authority/dir-eu-legal-act/1620; http://publications.europa.eu/resource/authority/dir-eu-legal-act/05200510; http://publications.europa.eu/resource/authority/dir-eu-legal-act/19,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0206,https://data.europarl.europa.eu/eli/dl/proc/2022-2057,PE740.635,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0267
TA-9-2023-0255,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2023/001 BE/LNSA - Belgium,EP text adopted,9,2023-07-11,P9_TA(2023)0255,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0255/TA-9-2023-0255-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0255/TA-9-2023-0255-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0228,https://data.europarl.europa.eu/eli/dl/proc/2023-0152,PE749.320,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0255
TA-9-2023-0297,Multiannual management plan for bluefin tuna in the eastern Atlantic and the Mediterranean,EP text adopted,9,2023-09-12,P9_TA(2023)0297,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0297/TA-9-2023-0297-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0297/TA-9-2023-0297-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0243,https://data.europarl.europa.eu/eli/dl/proc/2019-0272,PE750.257,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0297
TA-9-2023-0299,Standards of quality and safety for substances of human origin intended for human application,EP text adopted,9,2023-09-12,P9_TA(2023)0299,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0299/TA-9-2023-0299-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0299/TA-9-2023-0299-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0250,https://data.europarl.europa.eu/eli/dl/proc/2022-0216,PE738.661,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0299
TA-9-2023-0300,Accession to the Geneva Act of the Lisbon Agreement on Appellations of Origin and Geographical Indications,EP text adopted,9,2023-09-12,P9_TA(2023)0300,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0300/TA-9-2023-0300-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0300/TA-9-2023-0300-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0237,https://data.europarl.europa.eu/eli/dl/proc/2022-0372,PE749.966,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0300
TA-9-2023-0298,Labelling of organic pet food,EP text adopted,9,2023-09-12,P9_TA(2023)0298,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0298/TA-9-2023-0298-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0298/TA-9-2023-0298-FNL_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/AL-A,http://publications.europa.eu/resource/authority/dir-eu-legal-act/035010,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0159,https://data.europarl.europa.eu/eli/dl/proc/2022-0390,PE742.671,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0298
TA-9-2023-0296,Approval of the appointment of Iliana Ivanova as a Member of the European Commission ,EP text adopted,9,2023-09-12,P9_TA(2023)0296,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0296/TA-9-2023-0296-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0296/TA-9-2023-0296-FNL_en.docx,,,,,,https://data.europarl.europa.eu/eli/dl/proc/2023-0805,,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0296
TA-9-2023-0316,"Amendments to Parliament’s Rules of Procedure with a view to strengthening integrity, independence and accountability",EP text adopted,9,2023-09-13,P9_TA(2023)0316,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0316/TA-9-2023-0316-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0316/TA-9-2023-0316-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0262,https://data.europarl.europa.eu/eli/dl/proc/2023-2095,PE750.193,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0316
TA-9-2023-0330,"Parliamentarism, European citizenship and democracy",EP text adopted,9,2023-09-14,P9_TA(2023)0330,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0330/TA-9-2023-0330-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0330/TA-9-2023-0330-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0249,https://data.europarl.europa.eu/eli/dl/proc/2023-2017,PE746.872,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0330
TA-9-2023-0304,Consumer credits,EP text adopted,9,2023-09-12,P9_TA(2023)0304,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0304/TA-9-2023-0304-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0304/TA-9-2023-0304-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2022-0212,https://data.europarl.europa.eu/eli/dl/proc/2021-0171,PE696.560,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0304
TA-9-2023-0323,"The case of Dr Gubad Ibadoghlu, imprisoned in Azerbaijan",EP text adopted,9,2023-09-14,P9_TA(2023)0323,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0323/TA-9-2023-0323-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0323/TA-9-2023-0323-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/RC-9-2023-0369; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0373; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0370; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0376; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0369; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0374; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0371,https://data.europarl.europa.eu/eli/dl/proc/2023-2832,PE748.914,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0323
TA-9-2023-0326,Opening of negotiations of an agreement with the United States of America on strengthening international supply chains of critical minerals,EP text adopted,9,2023-09-14,P9_TA(2023)0326,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0326/TA-9-2023-0326-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0326/TA-9-2023-0326-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0366,https://data.europarl.europa.eu/eli/dl/proc/2023-2772,PE750.168,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0326
TA-9-2023-0309,Non-objection to a delegated act: financial assistance to the fruit and vegetables sector due to adverse meteorological events,EP text adopted,9,2023-09-13,P9_TA(2023)0309,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0309/TA-9-2023-0309-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0309/TA-9-2023-0309-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0364,https://data.europarl.europa.eu/eli/dl/proc/2023-2818,PE752.707,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0309
TA-9-2023-0314,Guidelines for the employment policies of the Member States,EP text adopted,9,2023-09-13,P9_TA(2023)0314,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0314/TA-9-2023-0314-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0314/TA-9-2023-0314-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0241,https://data.europarl.europa.eu/eli/dl/proc/2023-0173,PE751.544,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0314
TA-9-2023-0317,Single market emergency instrument,EP text adopted,9,2023-09-13,P9_TA(2023)0317,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0317/TA-9-2023-0317-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0317/TA-9-2023-0317-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0246,https://data.europarl.europa.eu/eli/dl/proc/2022-0278,PE742.468,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0317
TA-9-2023-0318,Ambient air quality and cleaner air for Europe,EP text adopted,9,2023-09-13,P9_TA(2023)0318,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0318/TA-9-2023-0318-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0318/TA-9-2023-0318-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0233,https://data.europarl.europa.eu/eli/dl/proc/2022-0347,PE742.410,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0318
TA-9-2023-0329,The future of the European book sector,EP text adopted,9,2023-09-14,P9_TA(2023)0329,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0329/TA-9-2023-0329-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0329/TA-9-2023-0329-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0000; https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0257,https://data.europarl.europa.eu/eli/dl/proc/2023-2053,PE746.972,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0329
TA-9-2023-0322,"Guatemala: the situation after the elections, the rule of law and judicial independence",EP text adopted,9,2023-09-14,P9_TA(2023)0322,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0322/TA-9-2023-0322-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0322/TA-9-2023-0322-FNL_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/PESC; http://publications.europa.eu/resource/authority/subject-matter/DDLH,http://publications.europa.eu/resource/authority/dir-eu-legal-act/18,https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0368; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0377; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0372; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0379; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0367; https://data.europarl.europa.eu/eli/dl/doc/RC-9-2023-0367; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0375,https://data.europarl.europa.eu/eli/dl/proc/2023-2831,PE748.912,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0322
