document_identifier,document_title,document_type,document_parliamentary_term,document_date,document_public_register_notation,document_language,document_pdf,document_doc,document_corrigenda_pdf,document_corrigenda_doc,document_subject_matter,document_directory_code,document_adopts,document_procedure,document_ep_number,document_URI
TA-9-2024-0228,Discharge 2022: EU general budget - Commission,EP text adopted,9,2024-04-11,P9_TA(2024)0228,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0228_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016060; http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0139,https://data.europarl.europa.eu/eli/dl/proc/2023-2129,PE753.552,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0228
TA-9-2024-0244,Discharge 2022: Translation Centre for the Bodies of the European Union,EP text adopted,9,2024-04-11,P9_TA(2024)0244,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0244_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016060; http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0082,https://data.europarl.europa.eu/eli/dl/proc/2023-2142,PE753.508,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0244
TA-9-2024-0250,Discharge 2022: European Food Safety Authority,EP text adopted,9,2024-04-11,P9_TA(2024)0250,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0250_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016060; http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0129,https://data.europarl.europa.eu/eli/dl/proc/2023-2151,PE753.519,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0250
TA-9-2024-0252,Discharge 2022: ENISA (European Union Agency for Cybersecurity),EP text adopted,9,2024-04-11,P9_TA(2024)0252,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0252_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016060; http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0134,https://data.europarl.europa.eu/eli/dl/proc/2023-2159,PE753.527,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0252
TA-9-2024-0263,Discharge 2022: European Insurance and Occupational Pensions Authority,EP text adopted,9,2024-04-11,P9_TA(2024)0263,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0263_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016060; http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0097,https://data.europarl.europa.eu/eli/dl/proc/2023-2153,PE753.521,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0263
TA-9-2024-0261,Discharge 2022: European Institute for Gender Equality,EP text adopted,9,2024-04-11,P9_TA(2024)0261,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0261_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016060; http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0096,https://data.europarl.europa.eu/eli/dl/proc/2023-2152,PE753.520,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0261
TA-9-2024-0237,Discharge 2022: European Public Prosecutors Office (the ‘EPPO’),EP text adopted,9,2024-04-11,P9_TA(2024)0237,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0237_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016060; http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0117,https://data.europarl.europa.eu/eli/dl/proc/2023-2139,PE753.489,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0237
TA-9-2024-0238,Discharge 2022: European Centre for the Development of Vocational Training (Cedefop),EP text adopted,9,2024-04-11,P9_TA(2024)0238,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0238_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016060; http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0080,https://data.europarl.europa.eu/eli/dl/proc/2023-2143,PE753.509,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0238
TA-9-2024-0240,Discharge 2022: European Union Agency for Fundamental Rights,EP text adopted,9,2024-04-11,P9_TA(2024)0240,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0240_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016060; http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0112,https://data.europarl.europa.eu/eli/dl/proc/2023-2171,PE753.542,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0240
TA-9-2024-0257,Discharge 2022: European Fisheries Control Agency,EP text adopted,9,2024-04-11,P9_TA(2024)0257,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0257_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016060; http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0100,https://data.europarl.europa.eu/eli/dl/proc/2023-2150,PE753.518,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0257
TA-9-2024-0258,Discharge 2022: European Chemicals Agency,EP text adopted,9,2024-04-11,P9_TA(2024)0258,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0258_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016060; http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0135,https://data.europarl.europa.eu/eli/dl/proc/2023-2148,PE753.516,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0258
TA-9-2024-0262,Discharge 2022: European Banking Authority,EP text adopted,9,2024-04-11,P9_TA(2024)0262,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0262_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016060; http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0111,https://data.europarl.europa.eu/eli/dl/proc/2023-2146,PE753.513,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0262
TA-9-2024-0245,Discharge 2022: European Medicines Agency,EP text adopted,9,2024-04-11,P9_TA(2024)0245,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0245_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016060; http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0133,https://data.europarl.europa.eu/eli/dl/proc/2023-2156,PE753.524,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0245
TA-9-2024-0246,Discharge 2022: European Union Agency for Criminal Justice Cooperation (Eurojust),EP text adopted,9,2024-04-11,P9_TA(2024)0246,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0246_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016060; http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0099,https://data.europarl.europa.eu/eli/dl/proc/2023-2168,PE753.539,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0246
TA-9-2024-0251,Discharge 2022: European Centre for Disease Prevention and Control,EP text adopted,9,2024-04-11,P9_TA(2024)0251,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0251_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016060; http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0109,https://data.europarl.europa.eu/eli/dl/proc/2023-2147,PE753.515,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0251
TA-9-2024-0225,Request for waiver of the immunity of Andris Ameriks,EP text adopted,9,2024-04-11,P9_TA(2024)0225,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0225_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/PRIV,http://publications.europa.eu/resource/authority/dir-eu-legal-act/014020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0169,https://data.europarl.europa.eu/eli/dl/proc/2023-2090,PE759.886,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0225
TA-9-2024-0233,Discharge 2022: EU general budget - Committee of the Regions,EP text adopted,9,2024-04-11,P9_TA(2024)0233,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0233_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016060; http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0073,https://data.europarl.europa.eu/eli/dl/proc/2023-2136,PE753.484,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0233
TA-9-2024-0241,Discharge 2022: European Monitoring Centre for Drugs and Drug Addiction,EP text adopted,9,2024-04-11,P9_TA(2024)0241,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0241_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016060; http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0104,https://data.europarl.europa.eu/eli/dl/proc/2023-2157,PE753.525,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0241
TA-9-2024-0249,Discharge 2022: European Union Aviation Safety Agency,EP text adopted,9,2024-04-11,P9_TA(2024)0249,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0249_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016060; http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0116,https://data.europarl.europa.eu/eli/dl/proc/2023-2145,PE753.511,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0249
TA-9-2024-0254,Discharge 2022: European Union Agency for Law Enforcement Training (CEPOL),EP text adopted,9,2024-04-11,P9_TA(2024)0254,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0254_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016060; http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0098,https://data.europarl.europa.eu/eli/dl/proc/2023-2144,PE753.510,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0254
TA-9-2024-0256,Discharge 2022: European Union Agency for the Space Programme,EP text adopted,9,2024-04-11,P9_TA(2024)0256,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0256_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016060; http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0121,https://data.europarl.europa.eu/eli/dl/proc/2023-2170,PE753.541,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0256
TA-9-2024-0231,Discharge 2022: EU general budget - Court of Auditors,EP text adopted,9,2024-04-11,P9_TA(2024)0231,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0231_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016060; http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0074,https://data.europarl.europa.eu/eli/dl/proc/2023-2133,PE753.481,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0231
TA-9-2024-0203,Amending Directive 2009/21/EC on compliance with flag State requirements,EP text adopted,9,2024-04-10,P9_TA(2024)0203,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0203_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/TRAN,http://publications.europa.eu/resource/authority/dir-eu-legal-act/073030; http://publications.europa.eu/resource/authority/dir-eu-legal-act/07304040,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0418,https://data.europarl.europa.eu/eli/dl/proc/2023-0172,,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0203
TA-9-2024-0210,Agreement in the form of an Exchange of Letters between the European Union and the Arab Republic of Egypt pursuant to Article XXVIII of the General Agreement on Tariffs and Trade (GATT) 1994 relating to the modification of concessions on all the tariff rate quotas included in the EU Schedule CLXXV as a consequence of the United Kingdom's withdrawal from the European Union,EP text adopted,9,2024-04-10,P9_TA(2024)0210,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0210_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/TDCC,http://publications.europa.eu/resource/authority/dir-eu-legal-act/02303020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0078,https://data.europarl.europa.eu/eli/dl/proc/2023-0296,PE757.170,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0210
TA-9-2024-0211,Agreement in the form of an Exchange of Letters between the European Union and the Argentine Republic amending the Agreement of the European Union and the Argentine Republic pursuant to Article XXVIII of the General Agreement on Tariffs and Trade (GATT) 1994 relating to the modification of concessions on all the tariff-rate quotas included in the EU Schedule CLXXV as a consequence of the United Kingdom’s withdrawal from the European Union,EP text adopted,9,2024-04-10,P9_TA(2024)0211,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0211_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/TDCC,http://publications.europa.eu/resource/authority/dir-eu-legal-act/02303020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0083,https://data.europarl.europa.eu/eli/dl/proc/2023-0303,PE756.031,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0211
TA-9-2024-0208,"EU/Côte d’Ivoire Voluntary Partnership Agreement: forest law enforcement, governance and trade in timber and timber products to the EU",EP text adopted,9,2024-04-10,P9_TA(2024)0208,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0208_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/ACIN; http://publications.europa.eu/resource/authority/subject-matter/EXT; http://publications.europa.eu/resource/authority/subject-matter/SILV,http://publications.europa.eu/resource/authority/dir-eu-legal-act/033060; http://publications.europa.eu/resource/authority/dir-eu-legal-act/114030,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0136,https://data.europarl.europa.eu/eli/dl/proc/2023-0222,PE756.012,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0208
TA-9-2024-0181,Screening of third country nationals at the external borders,EP text adopted,9,2024-04-10,P9_TA(2024)0181,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0181_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/J-AI; http://publications.europa.eu/resource/authority/subject-matter/FRON,http://publications.europa.eu/resource/authority/dir-eu-legal-act/191020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0149,https://data.europarl.europa.eu/eli/dl/proc/2020-0278,PE700.425,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0181
TA-9-2024-0255,Discharge 2022: European Border and Coast Guard Agency,EP text adopted,9,2024-04-11,P9_TA(2024)0255,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0255_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016060; http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0113,https://data.europarl.europa.eu/eli/dl/proc/2023-2172,PE753.543,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0255
TA-9-2024-0226,Request for waiver of the immunity of Anna Júlia Donáth,EP text adopted,9,2024-04-11,P9_TA(2024)0226,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0226_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/PRIV,http://publications.europa.eu/resource/authority/dir-eu-legal-act/014020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0168,https://data.europarl.europa.eu/eli/dl/proc/2024-2002,PE759.739,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0226
TA-9-2024-0227,Request for waiver of the immunity of Nils Ušakovs,EP text adopted,9,2024-04-11,P9_TA(2024)0227,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0227_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/PRIV,http://publications.europa.eu/resource/authority/dir-eu-legal-act/014020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0167,https://data.europarl.europa.eu/eli/dl/proc/2023-2091,PE759.890,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0227
TA-9-2024-0205,Accounting of greenhouse gas emissions of transport services,EP text adopted,9,2024-04-10,P9_TA(2024)0205,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0205_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/TRAN; http://publications.europa.eu/resource/authority/subject-matter/ENV; http://publications.europa.eu/resource/authority/subject-matter/POLL,http://publications.europa.eu/resource/authority/dir-eu-legal-act/062020; http://publications.europa.eu/resource/authority/dir-eu-legal-act/151020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0070,https://data.europarl.europa.eu/eli/dl/proc/2023-0266,,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0205
TA-9-2024-0243,Discharge 2022: European Agency for Safety and Health at Work (EU-OSHA),EP text adopted,9,2024-04-11,P9_TA(2024)0243,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0243_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016060; http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0115,https://data.europarl.europa.eu/eli/dl/proc/2023-2166,PE753.535,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0243
TA-9-2024-0248,Discharge 2022: European Maritime Safety Agency,EP text adopted,9,2024-04-11,P9_TA(2024)0248,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0248_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016060; http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0107,https://data.europarl.europa.eu/eli/dl/proc/2023-2158,PE753.526,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0248
TA-9-2024-0186,Standards for the reception of applicants for international protection (recast),EP text adopted,9,2024-04-10,P9_TA(2024)0186,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0186_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/ASIL,http://publications.europa.eu/resource/authority/dir-eu-legal-act/191030,https://data.europarl.europa.eu/eli/dl/doc/A-8-2017-0186,https://data.europarl.europa.eu/eli/dl/proc/2016-0222,PE593.978,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0186
TA-9-2024-0177,Common procedure for international protection in the Union,EP text adopted,9,2024-04-10,P9_TA(2024)0177,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0177_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/IMMI; http://publications.europa.eu/resource/authority/subject-matter/ASIL,http://publications.europa.eu/resource/authority/dir-eu-legal-act/191030,https://data.europarl.europa.eu/eli/dl/doc/A-8-2018-0171,https://data.europarl.europa.eu/eli/dl/proc/2016-0224A,PE597.506,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0177
TA-9-2024-0230,Discharge 2022: EU general budget - Court of Justice of the European Union,EP text adopted,9,2024-04-11,P9_TA(2024)0230,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0230_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016060; http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0075,https://data.europarl.europa.eu/eli/dl/proc/2023-2132,PE753.480,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0230
TA-9-2024-0239,Discharge 2022: European Foundation for the improvement of living and working conditions (Eurofound),EP text adopted,9,2024-04-11,P9_TA(2024)0239,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0239_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016060; http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0122,https://data.europarl.europa.eu/eli/dl/proc/2023-2167,PE753.538,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0239
TA-9-2024-0242,Discharge 2022: European Environment Agency,EP text adopted,9,2024-04-11,P9_TA(2024)0242,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0242_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016060; http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0130,https://data.europarl.europa.eu/eli/dl/proc/2023-2149,PE753.517,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0242
TA-9-2024-0247,Discharge 2022: European Training Foundation,EP text adopted,9,2024-04-11,P9_TA(2024)0247,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0247_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG; http://publications.europa.eu/resource/authority/subject-matter/FIN,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0114,https://data.europarl.europa.eu/eli/dl/proc/2023-2163,PE753.531,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0247
TA-9-2024-0220,Union code relating to medicinal products for human use,EP text adopted,9,2024-04-10,P9_TA(2024)0220,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0220_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/MARI; http://publications.europa.eu/resource/authority/subject-matter/SANT,http://publications.europa.eu/resource/authority/dir-eu-legal-act/133015,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0140,https://data.europarl.europa.eu/eli/dl/proc/2023-0132,PE753.470,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0220
TA-9-2024-0187,Laying down additional procedural rules relating to the enforcement of Regulation (EU) 2016/679,EP text adopted,9,2024-04-10,P9_TA(2024)0187,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0187_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/INFO; http://publications.europa.eu/resource/authority/subject-matter/PROT; http://publications.europa.eu/resource/authority/subject-matter/ELSJ,http://publications.europa.eu/resource/authority/dir-eu-legal-act/193020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0045,https://data.europarl.europa.eu/eli/dl/proc/2023-0202,PE755.005,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0187
TA-9-2024-0222,Urban wastewater treatment,EP text adopted,9,2024-04-10,P9_TA(2024)0222,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0222_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/RAPL; http://publications.europa.eu/resource/authority/subject-matter/ENV,http://publications.europa.eu/resource/authority/dir-eu-legal-act/151020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0276,https://data.europarl.europa.eu/eli/dl/proc/2022-0345,PE745.327,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0222
TA-9-2024-0197,"Council Directive on standards for equality bodies in the field of equal treatment between persons irrespective of their racial or ethnic origin, equal treatment in matters of employment and occupation between persons irrespective of their religion or belief, disability, age or sexual orientation, equal treatment between women and men in matters of social security and in the access to and supply of goods and services, and amending Directives 2000/43/EC and 2004/113/EC",EP text adopted,9,2024-04-10,P9_TA(2024)0197,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0197_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0128,https://data.europarl.europa.eu/eli/dl/proc/2022-0401,PE759.668,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0197
TA-9-2024-0202,Amending Directive 2005/35/EC on ship-source pollution and on the introduction of penalties for infringements,EP text adopted,9,2024-04-10,P9_TA(2024)0202,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0202_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/TRAN; http://publications.europa.eu/resource/authority/subject-matter/ENV; http://publications.europa.eu/resource/authority/subject-matter/POLL,http://publications.europa.eu/resource/authority/dir-eu-legal-act/151020; http://publications.europa.eu/resource/authority/dir-eu-legal-act/0730; http://publications.europa.eu/resource/authority/dir-eu-legal-act/0405,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0365,https://data.europarl.europa.eu/eli/dl/proc/2023-0171,PE752.749,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0202
TA-9-2024-0224,Request for waiver of the immunity of Gunnar Beck,EP text adopted,9,2024-04-11,P9_TA(2024)0224,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0224_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/PRIV,http://publications.europa.eu/resource/authority/dir-eu-legal-act/014020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0170,https://data.europarl.europa.eu/eli/dl/proc/2023-2192,PE758.183,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0224
